ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Grosjean S.,Mayer F.,675,59,26,746,6,3,3,6,6,3,,,,,2,1,Completed,2.75,1.4,2.54,1.48,2.5,1.5,2.82,1.505,2.375,1.533,,,,
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Gicquel M.,Rochus O.,58,57,750,769,6,3,6,2,,,,,,,2,0,Completed,1.72,2,1.75,2.05,1.615,2.2,1.8,2.15,1.615,2.2,,,,
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Cervantes I.,27,235,1260,189,6,2,6,3,,,,,,,2,0,Completed,1.1,6.5,1.1,6.25,1.11,6,1.133,7.29,1.13,5.5,,,,
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Clement A.,Chardy J.,67,32,647,1102,7,5,6,4,,,,,,,2,0,Completed,2.5,1.5,2.6,1.45,2.375,1.533,2.54,1.599,2.5,1.5,,,,
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,2nd Round,3,Lammer M.,Ferrero J.C.,209,23,223,1555,3,1,,,,,,,,,0,0,Retired,4.33,1.2,4.06,1.21,4.333,1.2,4.56,1.249,3.75,1.222,,,,
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,2nd Round,3,Montanes A.,Statham J.,31,332,1140,126,7,6,6,2,,,,,,,2,0,Completed,1.2,4.33,1.25,3.7,1.25,3.75,1.245,4.62,1.25,3.5,,,,
4,Auckland,Heineken Open,01/12/2010,ATP250,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Bellucci T.,27,34,1260,1066,6,4,6,1,,,,,,,2,0,Completed,2,1.72,2.03,1.73,1.833,1.833,2.07,1.862,2,1.727,,,,
4,Auckland,Heineken Open,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Monaco J.,33,30,1067,1170,5,7,6,4,6,3,,,,,2,1,Completed,2,1.72,2.05,1.75,1.909,1.8,2.04,1.885,1.833,1.833,,,,
4,Auckland,Heineken Open,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Robredo T.,Greul S.,16,60,2175,737,7,6,7,6,,,,,,,2,0,Completed,1.16,4.5,1.23,3.89,1.2,4.333,1.215,5.09,1.222,3.75,,,,
4,Auckland,Heineken Open,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Gicquel M.,Almagro N.,58,26,750,1305,6,0,6,3,,,,,,,2,0,Completed,1.83,1.83,1.87,1.87,1.909,1.8,1.926,2,2,1.727,,,,
4,Auckland,Heineken Open,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Grosjean S.,28,675,1260,26,6,2,6,7,7,6,,,,,2,1,Completed,1.36,3,1.4,2.85,1.364,3,1.476,2.92,1.333,3,,,,
4,Auckland,Heineken Open,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Clement A.,Ferrer D.,67,17,647,1870,7,5,6,4,,,,,,,2,0,Completed,4,1.22,4.3,1.2,3.5,1.286,4.51,1.253,3.25,1.286,,,,
4,Auckland,Heineken Open,01/13/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Montanes A.,Lammer M.,31,209,1140,223,6,3,6,3,,,,,,,2,0,Completed,1.33,3.25,1.42,2.75,1.4,2.75,1.353,3.56,1.4,2.75,,,,
4,Auckland,Heineken Open,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Robredo T.,33,16,1067,2175,7,6,3,6,6,4,,,,,2,1,Completed,2.25,1.57,2.3,1.6,2.25,1.571,2.39,1.662,2.2,1.615,,,,
4,Auckland,Heineken Open,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Clement A.,Melzer J.,67,28,647,1260,6,2,7,5,,,,,,,2,0,Completed,2.2,1.61,2.15,1.65,2.2,1.615,2.44,1.641,2.1,1.667,,,,
4,Auckland,Heineken Open,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Kohlschreiber P.,Gicquel M.,27,58,1260,750,6,3,6,1,,,,,,,2,0,Completed,1.57,2.25,1.6,2.3,1.533,2.375,1.725,2.27,1.533,2.375,,,,
4,Auckland,Heineken Open,01/14/2010,ATP250,Outdoor,Hard,Semifinals,3,Isner J.,Montanes A.,33,31,1067,1140,6,2,7,6,,,,,,,2,0,Completed,1.33,3.25,1.3,3.35,1.3,3.4,1.366,3.48,1.333,3.25,,,,
4,Auckland,Heineken Open,01/15/2010,ATP250,Outdoor,Hard,Semifinals,3,Clement A.,Kohlschreiber P.,67,27,647,1260,6,3,7,6,,,,,,,2,0,Completed,3,1.36,2.9,1.4,3,1.364,3.35,1.388,3,1.364,,,,
4,Auckland,Heineken Open,01/16/2010,ATP250,Outdoor,Hard,The Final,3,Isner J.,Clement A.,33,67,1067,647,6,3,5,7,7,6,,,,,2,1,Completed,1.61,2.25,1.6,2.3,1.667,2.1,1.704,2.31,1.667,2.2,,,,
5,Sydney,Medibank International,01/11/2010,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Lopez F.,53,46,805,905,6,1,6,4,,,,,,,2,0,Completed,1.36,3,1.39,2.84,1.4,2.75,1.377,3.41,1.4,2.75,,,,
5,Sydney,Medibank International,01/11/2010,ATP250,Outdoor,Hard,1st Round,3,Seppi A.,Matosevic M.,49,184,900,258,6,4,6,4,,,,,,,2,0,Completed,1.28,3.5,1.3,3.35,1.33,3.25,1.357,3.54,1.33,3,,,,
5,Sydney,Medibank International,01/11/2010,ATP250,Outdoor,Hard,1st Round,3,Cuevas P.,Llodra M.,50,70,899,639,6,2,7,6,,,,,,,2,0,Completed,1.61,2.2,1.65,2.15,1.615,2.2,1.581,2.58,1.727,2,,,,
5,Sydney,Medibank International,01/11/2010,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Lindahl N.,42,233,965,191,6,2,7,5,,,,,,,2,0,Completed,1.16,4.5,1.22,3.98,1.2,4.33,1.227,4.88,1.22,3.75,,,,
5,Sydney,Medibank International,01/11/2010,ATP250,Outdoor,Hard,1st Round,3,Starace P.,Gil F.,62,69,682,642,6,1,6,4,,,,,,,2,0,Completed,2,1.72,2,1.75,2,1.727,2.23,1.752,1.833,1.833,,,,
5,Sydney,Medibank International,01/11/2010,ATP250,Outdoor,Hard,1st Round,3,Mayer L.,Andreev I.,76,36,607,1030,6,7,6,3,7,6,,,,,2,1,Completed,1.66,2.1,1.75,2.05,1.667,2.1,1.735,2.26,1.833,1.833,,,,
5,Sydney,Medibank International,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Korolev E.,Querrey S.,52,25,854,1320,6,2,5,7,6,4,,,,,2,1,Completed,2.62,1.44,2.5,1.5,2.5,1.5,2.56,1.592,2.625,1.444,,,,
5,Sydney,Medibank International,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Serra F.,29,64,1220,665,7,6,6,4,,,,,,,2,0,Completed,1.44,2.62,1.53,2.4,1.5,2.5,1.571,2.61,1.5,2.5,,,,
5,Sydney,Medibank International,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Becker B.,Chela J.I.,39,75,1009,611,6,3,6,3,,,,,,,2,0,Completed,2,1.72,1.87,1.87,1.833,1.833,2.12,1.826,1.833,1.833,,,,
5,Sydney,Medibank International,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Benneteau J.,Sela D.,45,40,924,1006,6,3,6,1,,,,,,,2,0,Completed,1.66,2.1,1.65,2.15,1.571,2.25,1.8,2.15,1.571,2.25,,,,
5,Sydney,Medibank International,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Fish M.,Ball C.,55,131,790,420,6,4,7,6,,,,,,,2,0,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.885,2.04,1.667,2.1,,,,
5,Sydney,Medibank International,01/12/2010,ATP250,Outdoor,Hard,1st Round,3,Luczak P.,Acasuso J.,78,51,598,870,7,6,6,4,,,,,,,2,0,Completed,1.9,1.8,2,1.75,1.8,1.909,2.04,1.893,1.833,1.833,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Becker B.,53,39,805,1009,6,2,7,6,,,,,,,2,0,Completed,1.28,3.5,1.35,3.1,1.333,3.25,1.362,3.5,1.364,2.875,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Starace P.,Gimeno-Traver D.,62,73,682,613,6,3,3,2,,,,,,,1,0,Retired,1.36,3,1.4,2.85,1.364,3,1.444,3.06,1.364,2.875,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Fish M.,Korolev E.,55,52,790,854,6,1,6,2,,,,,,,2,0,Completed,1.72,2,1.8,1.95,1.727,2,1.935,1.99,1.8,1.909,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Mayer L.,Cuevas P.,76,50,607,899,6,4,6,2,,,,,,,2,0,Completed,1.66,2.1,1.6,2.3,1.727,2,1.658,2.4,1.615,2.2,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Troicki V.,42,29,965,1220,7,5,6,3,,,,,,,2,0,Completed,1.8,1.9,1.87,1.87,1.727,2,1.952,1.971,1.8,1.909,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Benneteau J.,Dent T.,45,83,924,582,6,3,5,7,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Luczak P.,Berdych T.,78,21,598,1680,1,6,6,4,6,2,,,,,2,1,Completed,4,1.22,3.81,1.24,4.333,1.2,4.26,1.274,4,1.2,,,,
5,Sydney,Medibank International,01/13/2010,ATP250,Outdoor,Hard,2nd Round,3,Hewitt L.,Seppi A.,22,49,1600,900,6,0,6,2,,,,,,,2,0,Completed,1.36,3,1.37,2.92,1.364,3,1.392,3.32,1.333,3.25,,,,
5,Sydney,Medibank International,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Starace P.,53,62,805,682,6,3,7,6,,,,,,,2,0,Completed,1.12,5.5,1.2,4.25,1.2,4.333,1.19,5.57,1.222,3.75,,,,
5,Sydney,Medibank International,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Benneteau J.,Mayer L.,45,76,924,607,6,4,6,7,6,0,,,,,2,1,Completed,1.72,2,1.9,1.85,1.727,2,1.917,2.01,1.727,2,,,,
5,Sydney,Medibank International,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Baghdatis M.,Hewitt L.,42,22,965,1600,4,6,6,2,6,3,,,,,2,1,Completed,2.62,1.44,2.55,1.5,2.375,1.533,2.74,1.526,2.375,1.533,,,,
5,Sydney,Medibank International,01/14/2010,ATP250,Outdoor,Hard,Quarterfinals,3,Fish M.,Luczak P.,55,78,790,598,7,6,6,2,,,,,,,2,0,Completed,1.44,2.62,1.53,2.45,1.533,2.375,1.5,2.83,1.5,2.5,,,,
5,Sydney,Medibank International,01/15/2010,ATP250,Outdoor,Hard,Semifinals,3,Gasquet R.,Benneteau J.,53,45,805,924,6,4,7,5,,,,,,,2,0,Completed,1.38,2.87,1.45,2.65,1.444,2.625,1.435,3.1,1.4,2.875,,,,
5,Sydney,Medibank International,01/15/2010,ATP250,Outdoor,Hard,Semifinals,3,Baghdatis M.,Fish M.,42,55,965,790,6,4,6,7,7,6,,,,,2,1,Completed,1.44,2.62,1.48,2.53,1.444,2.625,1.459,2.99,1.5,2.5,,,,
5,Sydney,Medibank International,01/16/2010,ATP250,Outdoor,Hard,The Final,3,Baghdatis M.,Gasquet R.,42,53,965,805,6,4,7,6,,,,,,,2,0,Completed,2,1.8,2.1,1.7,2,1.727,2.07,1.862,2.1,1.727,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Rochus O.,11,59,2870,769,6,3,6,4,3,6,6,1,,,3,1,Completed,1.05,9,1.05,8.5,1.07,7.5,1.067,12,1.063,7.5,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Kubler J.,24,86,1405,573,6,1,6,2,6,2,,,,,3,0,Completed,1.04,10,1.04,9.25,1.02,11,1.053,13.8,1.05,8,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Stepanek R.,39,13,1015,2525,2,6,7,6,6,4,3,6,6,4,3,2,Completed,3,1.36,3,1.37,2.75,1.4,3.21,1.413,2.625,1.444,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Mayer F.,Petzschner P.,60,81,746,582,0,6,2,6,6,4,6,2,6,2,3,2,Completed,1.4,2.75,1.5,2.45,1.5,2.5,1.5,2.83,1.444,2.625,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Odesnik W.,Kavcic B.,89,124,559,445,4,6,6,1,6,4,6,2,,,3,1,Completed,1.4,2.75,1.5,2.45,1.5,2.5,1.455,3.01,1.533,2.375,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,De Bakker T.,7,80,4510,586,6,1,6,4,6,4,,,,,3,0,Completed,1.02,12,1.04,9.25,1.02,11,1.025,21,1.01,15,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Golubev A.,Fish M.,131,54,407,835,6,2,1,6,6,3,6,3,,,3,1,Completed,3.25,1.33,3.4,1.3,3.5,1.286,4.04,1.295,3,1.333,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Anderson K.,4,148,6780,347,6,1,6,1,6,2,,,,,3,0,Completed,1.01,15,1.02,11.5,1.015,13,1.017,41,1.02,11,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Del Potro J.M.,Russell M.,5,90,6580,554,6,4,6,4,3,6,6,2,,,3,1,Completed,1.02,12,1.05,9,1.03,10,1.04,17,1.01,15,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Tomic B.,Rufin G.,289,173,150,287,6,3,6,4,6,4,,,,,3,0,Completed,1.53,2.37,1.63,2.23,1.533,2.375,1.633,2.46,1.571,2.25,,,,
6,Melbourne,Australian Open,01/18/2010,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Luczak P.,2,70,9310,635,7,6,6,1,6,4,,,,,3,0,Completed,1,21,1.01,13.5,1.01,17,1.016,43.5,1.01,17,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Ball C.,9,129,3300,420,6,7,7,6,7,5,6,2,,,3,1,Completed,1.03,11,1.04,9.25,1.063,8,1.045,15.5,1.05,8,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Korolev E.,Brands D.,53,91,860,550,6,2,7,5,7,5,,,,,3,0,Completed,1.25,3.75,1.32,3.2,1.3,3.4,1.3,3.99,1.333,3,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Haase R.,21,390,1680,95,6,0,6,3,6,3,,,,,3,0,Completed,1.11,6,1.08,6.84,1.111,6,1.16,6.35,1.083,6.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Sorensen L.,Lu Y.H.,284,101,156,525,6,4,3,6,6,2,6,1,,,3,1,Completed,2.75,1.4,2.8,1.4,2.625,1.444,3.11,1.433,2.625,1.444,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Seppi A.,28,49,1260,900,6,3,6,3,3,6,5,7,6,4,3,2,Completed,1.4,2.75,1.42,2.75,1.364,3,1.488,2.88,1.5,2.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Sergeyev I.,Sela D.,209,41,225,1006,6,3,7,6,4,6,7,6,,,3,1,Completed,4,1.22,3.75,1.25,3.5,1.286,4.3,1.271,3.25,1.286,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ebden M.,12,251,2610,183,6,4,6,4,6,4,,,,,3,0,Completed,1.07,7.5,1.09,6.75,1.083,7,1.123,7.72,1.063,7.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Cuevas P.,46,48,905,905,6,1,6,4,7,5,,,,,3,0,Completed,1.33,3.25,1.28,3.61,1.364,3,1.362,3.5,1.364,3,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Lindahl N.,132,235,398,191,6,2,7,5,6,4,,,,,3,0,Completed,1.28,3.5,1.28,3.49,1.3,3.4,1.314,3.86,1.333,3,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Santoro F.,14,67,2430,645,7,5,7,5,6,3,,,,,3,0,Completed,1.03,11,1.04,9.25,1.03,10,1.047,15,1.013,15,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Querrey S.,107,29,505,1240,6,3,2,6,6,4,6,3,,,3,1,Completed,4,1.22,4.25,1.2,4,1.222,4.04,1.295,3.75,1.222,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Wawrinka S.,Garcia-Lopez G.,19,44,1765,954,6,3,6,3,6,2,,,,,3,0,Completed,1.25,3.75,1.25,3.7,1.2,4.33,1.325,3.78,1.2,4,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Kunitsyn I.,Acasuso J.,100,51,525,870,6,1,2,6,6,4,6,2,,,3,1,Completed,2.1,1.66,2.1,1.7,2.1,1.667,2.14,1.813,1.909,1.8,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Kindlmann D.,6,175,4930,278,6,1,6,0,6,3,,,,,3,0,Completed,1,21,1.02,11.5,1.01,17,1.02,31,1.02,11,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Ilhan M.,Grosjean S.,154,564,322,46,6,4,6,3,7,5,,,,,3,0,Completed,2.37,1.53,2.35,1.58,2.2,1.61,2.55,1.595,2.2,1.62,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Benneteau J.,Guez D.,43,133,969,381,0,6,6,4,7,6,7,6,,,3,1,Completed,1.22,4,1.23,3.89,1.25,3.75,1.27,4.3,1.222,3.75,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Lacko L.,Mayer L.,75,69,612,637,6,4,6,4,6,0,,,,,3,0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.43,1.645,2.5,1.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Serra F.,Melzer J.,64,27,665,1260,6,1,6,7,6,4,4,6,6,3,3,2,Completed,2.37,1.53,2.15,1.65,2.25,1.571,2.39,1.662,2.25,1.571,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Bellucci T.,Gabashvili T.,35,102,1086,518,6,3,7,5,4,6,6,4,,,3,1,Completed,1.2,4.33,1.18,4.55,1.22,4,1.238,4.72,1.2,3.75,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Clement A.,45,55,935,797,7,5,7,5,6,2,,,,,3,0,Completed,1.33,3.25,1.38,2.95,1.364,3,1.345,3.62,1.4,2.75,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Granollers M.,Soderling R.,113,8,483,3410,5,7,2,6,6,4,6,4,6,2,3,2,Completed,6,1.11,5.2,1.14,5.5,1.12,6.46,1.156,5,1.143,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Zeballos H.,26,50,1260,899,6,1,7,5,6,1,,,,,3,0,Completed,1.2,4.33,1.23,3.89,1.222,4,1.239,4.7,1.182,4.333,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Gicquel M.,Bolelli S.,57,98,775,529,7,6,7,6,6,3,,,,,3,0,Completed,1.44,2.62,1.49,2.5,1.444,2.625,1.426,3.14,1.444,2.625,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Andreev I.,1,37,10550,1030,4,6,6,2,7,6,6,0,,,3,1,Completed,1.01,15,1.02,11.5,1.015,13,1.022,26,1.013,13,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Kubot L.,Zverev M.,86,78,573,590,6,3,6,3,6,3,,,,,3,0,Completed,1.4,2.75,1.37,2.92,1.444,2.625,1.552,2.66,1.444,2.625,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Troicki V.,Lapentti N.,30,94,1220,540,4,6,6,3,6,1,6,3,,,3,1,Completed,1.22,4,1.23,3.89,1.25,3.75,1.305,3.95,1.25,3.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Giraldo S.,Robredo T.,114,16,483,2175,6,4,6,2,6,2,,,,,3,0,Completed,6.5,1.1,5.9,1.11,6,1.111,8.53,1.108,5.5,1.125,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Ram R.,134,84,377,578,4,6,6,3,5,7,6,1,6,3,3,2,Completed,1.44,2.62,1.45,2.6,1.533,2.375,1.435,3.1,1.444,2.625,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Veic A.,Koellerer D.,224,73,208,617,6,4,3,6,6,7,6,1,6,4,3,2,Completed,2.25,1.57,,,2.2,1.615,2.38,1.667,2.25,1.571,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Monaco J.,Gulbis E.,33,82,1170,580,6,3,7,6,6,1,,,,,3,0,Completed,2.25,1.57,2.2,1.65,2.2,1.615,2.36,1.676,2.1,1.667,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Marchenko I.,Moya C.,119,509,455,55,7,6,7,5,6,3,,,,,3,0,Completed,1.8,1.9,1.7,2.1,1.727,2,1.82,2.13,1.833,1.833,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Greul S.,17,61,1855,739,6,7,6,4,6,2,6,1,,,3,1,Completed,1.16,4.5,1.17,4.67,1.2,4.333,1.235,4.76,1.167,4.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Tsonga J.W.,Stakhovsky S.,10,62,2875,708,6,3,6,4,6,4,,,,,3,0,Completed,1.08,7,1.08,7,1.071,7.5,1.129,7.47,1.125,5.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Baghdatis M.,Lorenzi P.,31,83,1215,580,6,2,6,4,6,4,,,,,3,0,Completed,1.03,11,1.05,8.5,1.05,8.5,1.043,16.25,1.03,10,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Gil F.,18,68,1825,645,6,0,6,0,2,0,,,,,2,0,Retired,1.08,7,1.09,6.75,1.111,6,1.121,7.83,1.125,5.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Tipsarevic J.,Harrison R.,36,341,1060,119,6,2,6,4,7,6,,,,,3,0,Completed,1.062,8,1.05,8.5,1.07,7.5,1.182,5.1,1.08,6.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Dodig I.,Ferrero J.C.,185,23,260,1555,2,6,1,6,6,4,6,1,6,1,3,2,Completed,3.5,1.28,3.14,1.33,3.5,1.286,3.72,1.332,3.25,1.286,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Vassallo-Arguello M.,72,96,627,535,6,3,7,5,6,4,,,,,3,0,Completed,1.4,2.75,1.45,2.6,1.444,2.625,1.455,3.01,1.364,2.875,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Falla A.,Daniel M.,77,88,594,565,7,5,6,3,6,1,,,,,3,0,Completed,1.25,3.75,1.28,3.49,1.25,3.75,1.275,4.25,1.286,3.25,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Fognini F.,79,56,588,790,6,1,6,3,6,3,,,,,3,0,Completed,1.4,2.75,1.39,2.84,1.4,2.75,1.407,3.24,1.4,2.75,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Hajek J.,Ginepri R.,92,99,546,529,7,6,7,5,6,1,,,,,3,0,Completed,3.5,1.28,3.1,1.35,2.875,1.364,3.63,1.344,3,1.333,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Hanescu V.,Chela J.I.,47,76,905,611,6,4,6,3,7,6,,,,,3,0,Completed,1.5,2.5,1.35,3.2,1.53,2.38,1.498,2.84,1.533,2.375,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Montanes A.,Hernandez O.,32,71,1185,633,7,6,2,2,,,,,,,1,0,Retired,1.22,4,1.28,3.45,1.25,3.75,1.247,4.6,1.25,3.5,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Becker B.,Zemlja G.,38,169,1016,291,7,6,7,5,7,5,,,,,3,0,Completed,1.4,2.75,1.38,2.92,1.4,2.75,1.476,2.92,1.4,2.75,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Youzhny M.,Gasquet R.,20,52,1690,865,6,7,4,6,7,6,7,6,6,4,3,2,Completed,2.1,1.66,2.16,1.64,2.2,1.615,2.2,1.769,2.1,1.727,,,,
6,Melbourne,Australian Open,01/19/2010,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Hocevar R.,22,194,1600,245,6,1,6,2,6,3,,,,,3,0,Completed,1.01,13,1.03,10.5,1.015,13,1.025,21,1.03,10,,,,
